#,Invoice,Additional information,Right steering wheel position,Climatisation,Colour,Origin,Varnish,Number of Seats,Door Count,Power,Type,Drive,VIN number,Brand,Offer type,Light,Origin,Engine capacity,Mileage,Fuel,Year of production,Transmission,Condition,Varnish,Features- safety,Features-  comfort,Features-  multimedia,Features- other,Download_date,Model,Ticket,Price,Serie,Title
266,Nie wystawiam faktury,,,automatyczna jednostrefowa,Czarny,,,,5,211 KM,Sedan,4x4,,Audi,,,,2000 cm³,120000 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:06:52.674505,A4,9385407156,55000,B8 (2007-2015),Audi a4 b8 lift s-line 2.0 tfsi quattro 9385407156 - Allegro.pl
267,Nie wystawiam faktury,,,automatyczna dwustrefowa,Srebrny,,,,5,200 KM,Kombi,4x4,,Audi,,,,1984 cm³,226000 km,Benzyna,2006,Automatyczna,U?ywany,,,,,,2020-07-07 15:06:54.260182,A4,9388612813,17000,B7 (2004-2007),"AUDI A4 Avant (8ED, B7) 2.0 TFSI quattro 200 KM 9388612813 - Allegro.pl"
268,Wystawiam faktur? VAT-mar?a,,,brak,Czarny,Niemcy,Per?owy,4/5,5,143 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,import,2000 cm³,230000 km,Diesel,2010,Automatyczna,U?ywany,,,,,,2020-07-07 15:06:55.859133,A4,9405242262,29900,B8 (2007-2015),"Ledy , Xenon , navi , Automat. Polecam. 2,0TDi CR 9405242262 - Allegro.pl"
269,Wystawiam faktur? VAT,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,inny,Niemcy,Per?owy,,5,190 KM,Kombi,4x4,,Audi,sprzeda?,,import,1968 cm³,177300 km,Diesel,2016,Automatyczna,U?ywany,,,,,,2020-07-07 15:06:57.558606,A4,9441942108,99900,B9 (2015-),AUDI A4 Avant 2.0 TDI quattro 190 KM 3x s-line 9441942108 - Allegro.pl
270,Wystawiam faktur? VAT,,Nie,automatyczna jednostrefowa,Szary,,Metalik,4/5,5,150 KM,Hatchback,Na przednie ko?a,,Audi,sprzeda?,,,1984 cm³,220600 km,Benzyna,2005,Manualna,U?ywany,,,,,,2020-07-07 15:06:58.655887,A3,9441288956,16400,8P (2003-2012),Audi A3 2.0 9441288956 - Allegro.pl
271,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,170 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,import,1984 cm³,375000 km,Benzyna,2005,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:01.386608,A6,9087925136,12900,C6 (2004-2011),AUDI A6 2.0 TFSI 170 KM Automat Kombi 9087925136 - Allegro.pl
272,Wystawiam faktur? VAT-mar?a,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Szary,,,,5,211 KM,Kombi,4x4,,Audi,sprzeda?,,,2967 cm³,362012 km,Diesel,2005,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:03.793904,A6,9405221353,21500,C6 (2004-2011),AUDI A6 Avant 3.0 TDI quattro 224KM S-line ?opatki 9405221353 - Allegro.pl
273,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Niebieski,,,,5,140 KM,Sedan,Na przednie ko?a,,Audi,,,,1998 cm³,169320 km,Diesel,2005,Manualna,U?ywany,,,,,,2020-07-07 15:07:05.277983,A6,9275595759,12900,C6 (2004-2011),AUDI A6 2.0TDI 169TKM 9275595759 - Allegro.pl
274,Wystawiam faktur? VAT,,Nie,automatyczna czterostrefowa,inny,Niemcy,Per?owy,,5,320 KM,Kombi,4x4,WAUZZZ4G1GN184528,Audi,sprzeda?,,import,2967 cm³,190000 km,Diesel,2016,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:06.719859,A6,9311681028,98000,C7 (2011-),"AUDI A6 Avant (4G5, 4GD, C7) 3.0TDI quattro 320 KM 9311681028 - Allegro.pl"
275,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Zielony,,Per?owy,2/3,4,210 KM,Coupe,Na przednie ko?a,,Audi,sprzeda?,,,1984 cm³,185000 km,Benzyna,2009,Manualna,U?ywany,,,,,,2020-07-07 15:07:07.837139,A5,9460938025,34500,8T (2007-2016),Audi A5 coupe (os. prywatna 6 lat w moich r?kach ) 9460938025 - Allegro.pl
276,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,Polska,Metalik,,5,163 KM,Sedan,Na przednie ko?a,,Audi,,,,2500 cm³,275000 km,Diesel,2002,Manualna,U?ywany,,,,,,2020-07-07 15:07:13.182153,A6,9463254243,8500,C5 (1997-2004),samochód osobowy audi 9463254243 - Allegro.pl
277,Nie wystawiam faktury,,,automatyczna dwustrefowa,Srebrny,Niemcy,Metalik,,5,177 KM,Sedan,Na przednie ko?a,WAUZZZ4F45N030710,Audi,sprzeda?,,import,2393 cm³,354623 km,Benzyna + LPG,2004,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:15.085211,A6,9463727787,21500,C6 (2004-2011),Okazja! Audi A6 C6! 9463727787 - Allegro.pl
278,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,Szary,,,4/5,5,180 KM,Kombi,Na przednie ko?a,WVW11111111111111,Audi,sprzeda?,,,1984 cm³,143000 km,Benzyna,2008,Manualna,U?ywany,,,,,,2020-07-07 15:07:16.689463,A4,9450418939,27800,B8 (2007-2015),Audi A4 *Kredyt bez 9450418939 - Allegro.pl
279,Wystawiam faktur? VAT-mar?a,Pierwszy w?a?ciciel,,automatyczna dwustrefowa,Czarny,,,2/3,5,140 KM,Kabriolet,Na przednie ko?a,,Audi,sprzeda?,,,2000 cm³,170229 km,Diesel,2011,Automatyczna,Uszkodzony,,,,,,2020-07-07 15:07:18.328015,A3,9451702157,21900,8P (2003-2012),S LINE S Tronic Automat Xenon LED Nawigacja Skóra 9451702157 - Allegro.pl
280,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Czarny,,,,5,115 KM,Hatchback,,,Audi,,,,1598 cm³,209000 km,Benzyna,2005,Manualna,Uszkodzony,,,,,,2020-07-07 15:07:20.303923,A3,9429902499,11900,8P (2003-2012),Audi A3 Sline 2005 1.6 benzyna 9429902499 - Allegro.pl
281,Nie wystawiam faktury,,Nie,automatyczna czterostrefowa,Szary,Niemcy,Per?owy,,5,190 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,,import,2000 cm³,94000 km,Diesel,2016,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:21.459333,A6,9379053254,125000,C7 (2011-),Audi a6 Serwisowane gwarancja do 2022 9379053254 - Allegro.pl
282,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,4/5,5,233 KM,Terenowy,4x4,,Audi,,,,2967 cm³,346 km,Diesel,2007,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:22.721943,Q7,9426094734,41900,I (2005-2015),AUDI Q7 (4LB) 3.0 TDI quattro 233 KM 9426094734 - Allegro.pl
283,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,,,,5,180 KM,Coupe,Na przednie ko?a,,Audi,,,,1984 cm³,130000 km,Benzyna,2010,Manualna,U?ywany,,,,,,2020-07-07 15:07:24.229702,A5,9426558702,38500,8T (2007-2016),AUDI A5 2.0 TFSI coupe 9426558702 - Allegro.pl
284,Wystawiam faktur? VAT-mar?a,,,automatyczna dwustrefowa,inny,,,,5,163 KM,Kombi,Na przednie ko?a,,Audi,,,,2398 cm³,209000 km,Benzyna,2004,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:25.302158,A6,9327281561,11900,C5 (1997-2004),Audi a6 2.4 benzyna 2004 automat po op?atach 9327281561 - Allegro.pl
285,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,Czarny,Niemcy,Metalik,4/5,5,170 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,?wiat?a do jazdy dziennej,,1798 cm³,139351 km,Benzyna,2013,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:26.876237,A4,9354653333,49999,B8 (2007-2015),Audi A4 9354653333 - Allegro.pl
286,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna dwustrefowa,inny,,Metalik,4/5,5,204 KM,Kombi,4x4,,Audi,sprzeda?,,import,2967 cm³,189000 km,Diesel,2011,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:28.363982,A6,8857550422,63800,C7 (2011-),OP?ACONE 3.0TDI SERWIS QUATTRO BLISS NAVI LED IG?A 8857550422 - Allegro.pl
287,Nie wystawiam faktury,,,automatyczna dwustrefowa,Czarny,Niemcy,,4/5,5,136 KM,Sedan,Na przednie ko?a,,Audi,,,,1968 cm³,247000 km,Diesel,2009,Manualna,U?ywany,,,,,,2020-07-07 15:07:29.465050,A6,9445047346,37900,C6 (2004-2011),"AUDI A6 (4F2, C6) 2.0 TDI 136 KM 9445047346 - Allegro.pl"
288,Wystawiam faktur? VAT,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Br?zowy,Inny,Metalik,4/5,5,190 KM,Kombi,Na przednie ko?a,,Audi,,,krajowe,1968 cm³,204000 km,Diesel,2016,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:30.673756,A4,9190122939,71000,B9 (2015-),"Audi A4 B9,2.0d,190KM,HeadUp 9190122939 - Allegro.pl"
289,Nie wystawiam faktury,,,brak,Bia?y,,,4/5,5,165 KM,Sedan,Na przednie ko?a,,Audi,,,,2393 cm³,290000 km,Benzyna,1998,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:31.772413,A6,8825136476,12000,C5 (1997-2004),UNIKatowa A6 C5 stylizacja RS6 8825136476 - Allegro.pl
290,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,Czarny,,,,5,170 KM,Sedan,4x4,,Audi,sprzeda?,?wiat?a ksenonowe,,2393 cm³,269050 km,Benzyna + LPG,2003,Automatyczna,U?ywany,,,,,,2020-07-07 15:07:33.161338,A6,9414803883,16800,C5 (1997-2004),AUDI A6 C5 2.4 quattro/tiptronic !! 9414803883 - Allegro.pl
291,Wystawiam faktur? VAT,,Nie,automatyczna dwustrefowa,Czarny,Szwajcaria,Metalik,4/5,5,150 KM,Kombi,Na przednie ko?a,WAUZZZ8E62A230170,Audi,sprzeda?,,import,1781 cm³,251500 km,Benzyna,2002,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:34.286776,A4,9353526212,14500,B5 (1995-2001),AUDI A4 1.8T 150KM SKÓRA XENON MANUAL SZWAJCARIA 9353526212 - Allegro.pl
292,Nie wystawiam faktury,,Nie,automatyczna dwustrefowa,inny,Francja,Metalik,,5,140 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,,,1968 cm³,381000 km,Diesel,2005,Manualna,U?ywany,,,,,,2020-07-07 15:07:35.857899,A4,9405247500,13000,B7 (2004-2007),Piotr Zdziech 9405247500 - Allegro.pl
293,Nie wystawiam faktury,,,automatyczna jednostrefowa,Bordowy,Niemcy,,,5,102 KM,Sedan,Na przednie ko?a,,Audi,sprzeda?,?wiat?a ksenonowe,,1595 cm³,224000 km,Benzyna,2000,Manualna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:37.228592,A4,9447225185,9900,B5 (1995-2001),Audi a4 b5 LIFT 100 %_ORYGINA?_climatronic 9447225185 - Allegro.pl
294,Nie wystawiam faktury,Zarejestrowany w Polsce,Nie,automatyczna dwustrefowa,Szary,,Metalik,,5,130 KM,Kombi,Na przednie ko?a,,Audi,sprzeda?,?wiat?a ksenonowe,,1896 cm³,298000 km,Diesel,2001,Manualna,U?ywany,,,,,,2020-07-07 15:07:38.388693,A4,9440828809,9900,B6 (2000-2004),AUDI A4 Avant B6 1.9 TDI 130 KM skóra 6 biegów hak 9440828809 - Allegro.pl
295,Wystawiam faktur? VAT-mar?a,,Nie,automatyczna jednostrefowa,Czarny,Niemcy,,4/5,5,190 KM,Kombi,4x4,,Audi,sprzeda?,,import,1968 cm³,116 km,Diesel,2016,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:39.606254,A4,9438987545,98999,B9 (2015-),AUDI A4__S line__QUATTRO__Niski Przebieg 9438987545 - Allegro.pl
296,Nie wystawiam faktury,,Nie,automatyczna jednostrefowa,Czarny,Niemcy,,2/3,5,180 KM,Hatchback,Na przednie ko?a,,Audi,sprzeda?,,,1898 cm³,310000 km,Diesel,1998,Manualna,U?ywany,,,,,,2020-07-07 15:07:41.061957,A3,9460534714,12500,8L (1996-2003),Audi A3 S3 1.9 tdi 18 Recaro 2din navi Xenon FMIC 9460534714 - Allegro.pl
297,Wystawiam faktur? VAT,,,automatyczna dwustrefowa,Bia?y,,,,5,310 KM,Liftback,4x4,,Audi,odst?pienie leasingu,,krajowe,1984 cm³,50000 km,Benzyna,2017,Automatyczna,U?ywany,lakier fabryczny,,,,,2020-07-07 15:07:42.364671,S3,8869131091,10000,8V (2012-),"AUDI A3 (8V1, 8VK) S3 quattro 310 KM CESJA 8869131091 - Allegro.pl"
298,Nie wystawiam faktury,,,manualna,Szary,,,,5,143 KM,Kombi,Na przednie ko?a,,Audi,,,,2000 cm³,288000 km,Diesel,2008,Manualna,U?ywany,,,,,,2020-07-07 15:07:43.577981,A4,9463072279,25500,B8 (2007-2015),Audi A 4 B8 2.0 TDI 9463072279 - Allegro.pl
299,Nie wystawiam faktury,,,automatyczna dwustrefowa,Szary,,,,5,177 KM,Kombi,Na przednie ko?a,,Audi,,,,2393 cm³,223000 km,Benzyna,2005,Manualna,U?ywany,,,,,,2020-07-07 15:07:44.975103,A6,9300363403,22500,C6 (2004-2011),AUDI A6 C6 2.4 177 KM 23.500 z? Zawiera Op?aty!!! 9300363403 - Allegro.pl
